index,word,occupation
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
33,Pleasant*,nurse
111,Empath*,nurse
113,Warm*,nurse
40,Compet*,nurse
87,Empath*,nurse
89,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
43,Pleasant*,nurse
64,Lead*,nurse
159,Empath*,nurse
161,Warm*,nurse
96,Compet*,nurse
120,Confident,nurse
152,Empath*,nurse
154,Warm*,nurse
97,Compet*,nurse
122,Confident,nurse
155,Empath*,nurse
157,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
92,Compet*,nurse
109,Confident,nurse
138,Empath*,nurse
140,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
43,Pleasant*,nurse
121,Empath*,nurse
123,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
114,Confident,nurse
149,Empath*,nurse
151,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
153,Empath*,nurse
155,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
92,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
158,Empath*,nurse
160,Warm*,nurse
94,Compet*,nurse
110,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
146,Empath*,nurse
148,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
90,Compet*,nurse
114,Confident,nurse
143,Empath*,nurse
145,Warm*,nurse
94,Compet*,nurse
111,Confident,nurse
140,Empath*,nurse
142,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
89,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
94,Compet*,nurse
116,Confident,nurse
145,Empath*,nurse
147,Warm*,nurse
94,Compet*,nurse
117,Confident,nurse
151,Empath*,nurse
153,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
43,Pleasant*,nurse
123,Empath*,nurse
125,Warm*,nurse
94,Compet*,nurse
118,Confident,nurse
147,Empath*,nurse
149,Warm*,nurse
29,Pleasant*,nurse
107,Empath*,nurse
109,Warm*,nurse
104,Compet*,nurse
128,Confident,nurse
157,Empath*,nurse
159,Warm*,nurse
101,Compet*,nurse
125,Confident,nurse
154,Empath*,nurse
156,Warm*,nurse
56,Lead*,nurse
109,Compet*,nurse
154,Empath*,nurse
156,Warm*,nurse
91,Compet*,nurse
113,Confident,nurse
142,Empath*,nurse
144,Warm*,nurse
91,Compet*,nurse
115,Confident,nurse
144,Empath*,nurse
146,Warm*,nurse
99,Compet*,nurse
116,Confident,nurse
139,Empath*,nurse
141,Warm*,nurse
16,Commit*,nurse
40,Compet*,nurse
85,Empath*,nurse
87,Warm*,nurse
